dataset,n_estimators,max_depth,val_rmse,val_r2,val_accuracy,num_params,seed,model_type,learning_rate
bank,50,3,,,0.893394278973754,,42,xgboost,0.1
bank,50,3,,,0.893394278973754,,43,xgboost,0.1
bank,50,3,,,0.893394278973754,,44,xgboost,0.1
bank,50,3,,,0.893394278973754,,45,xgboost,0.1
bank,50,3,,,0.893394278973754,,46,xgboost,0.1
bank,50,6,,,0.8957534650545562,,42,xgboost,0.1
bank,50,6,,,0.8957534650545562,,43,xgboost,0.1
bank,50,6,,,0.8957534650545562,,44,xgboost,0.1
bank,50,6,,,0.8957534650545562,,45,xgboost,0.1
bank,50,6,,,0.8957534650545562,,46,xgboost,0.1
bank,50,9,,,0.8985549985255087,,42,xgboost,0.1
bank,50,9,,,0.8985549985255087,,43,xgboost,0.1
bank,50,9,,,0.8985549985255087,,44,xgboost,0.1
bank,50,9,,,0.8985549985255087,,45,xgboost,0.1
bank,50,9,,,0.8985549985255087,,46,xgboost,0.1
bank,100,3,,,0.8959009141846063,,42,xgboost,0.1
bank,100,3,,,0.8959009141846063,,43,xgboost,0.1
bank,100,3,,,0.8959009141846063,,44,xgboost,0.1
bank,100,3,,,0.8959009141846063,,45,xgboost,0.1
bank,100,3,,,0.8959009141846063,,46,xgboost,0.1
bank,100,6,,,0.8991447950457092,,42,xgboost,0.1
bank,100,6,,,0.8991447950457092,,43,xgboost,0.1
bank,100,6,,,0.8991447950457092,,44,xgboost,0.1
bank,100,6,,,0.8991447950457092,,45,xgboost,0.1
bank,100,6,,,0.8991447950457092,,46,xgboost,0.1
bank,100,9,,,0.898997345915659,,42,xgboost,0.1
bank,100,9,,,0.898997345915659,,43,xgboost,0.1
bank,100,9,,,0.898997345915659,,44,xgboost,0.1
bank,100,9,,,0.898997345915659,,45,xgboost,0.1
bank,100,9,,,0.898997345915659,,46,xgboost,0.1
bank,200,3,,,0.8995871424358596,,42,xgboost,0.1
bank,200,3,,,0.8995871424358596,,43,xgboost,0.1
bank,200,3,,,0.8995871424358596,,44,xgboost,0.1
bank,200,3,,,0.8995871424358596,,45,xgboost,0.1
bank,200,3,,,0.8995871424358596,,46,xgboost,0.1
bank,200,6,,,0.9001769389560602,,42,xgboost,0.1
bank,200,6,,,0.9001769389560602,,43,xgboost,0.1
bank,200,6,,,0.9001769389560602,,44,xgboost,0.1
bank,200,6,,,0.9001769389560602,,45,xgboost,0.1
bank,200,6,,,0.9001769389560602,,46,xgboost,0.1
bank,200,9,,,0.8981126511353583,,42,xgboost,0.1
bank,200,9,,,0.8981126511353583,,43,xgboost,0.1
bank,200,9,,,0.8981126511353583,,44,xgboost,0.1
bank,200,9,,,0.8981126511353583,,45,xgboost,0.1
bank,200,9,,,0.8981126511353583,,46,xgboost,0.1
bank,500,3,,,0.9025361250368623,,42,xgboost,0.1
bank,500,3,,,0.9025361250368623,,43,xgboost,0.1
bank,500,3,,,0.9025361250368623,,44,xgboost,0.1
bank,500,3,,,0.9025361250368623,,45,xgboost,0.1
bank,500,3,,,0.9025361250368623,,46,xgboost,0.1
bank,500,6,,,0.8995871424358596,,42,xgboost,0.1
bank,500,6,,,0.8995871424358596,,43,xgboost,0.1
bank,500,6,,,0.8995871424358596,,44,xgboost,0.1
bank,500,6,,,0.8995871424358596,,45,xgboost,0.1
bank,500,6,,,0.8995871424358596,,46,xgboost,0.1
bank,500,9,,,0.8967856089649071,,42,xgboost,0.1
bank,500,9,,,0.8967856089649071,,43,xgboost,0.1
bank,500,9,,,0.8967856089649071,,44,xgboost,0.1
bank,500,9,,,0.8967856089649071,,45,xgboost,0.1
bank,500,9,,,0.8967856089649071,,46,xgboost,0.1
